canonical_record_key,migration_batch,source_system,source_priority,legacy_id,file_name,normalized_file_name,source_file_path,proposed_storage_bucket,proposed_storage_path,title,report_date,category,analyst_names,tags,summary_source,draft_summary,draft_excerpt,original_url_or_route,file_exists,sha256,duplicate_group,confidence_score,source_confidence_reason,visibility_recommendation,publish_status_recommendation,legacy_public_status,matched_sources,requires_manual_review_reason,review_status,migration_action,migration_notes
codex_daily-market-report-08-28-2025_2025-08-28,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-28-2025).pdf,daily-market-report-08-28-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-28-2025).pdf,research_vault,reports/staged/daily-market-report-08-28-2025.pdf,Daily Market Report (08 - 28 - 2025),2025-08-28,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 28 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 28 - 2025).",,True,a10d92bafcd10e7309c956a94d6ba449cc63f38f20af3d75f7f28f0df22b633a,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-08-29-2025_2025-08-29,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (08-29-2025).pdf,daily-market-report-08-29-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (08-29-2025).pdf,research_vault,reports/staged/daily-market-report-08-29-2025.pdf,Daily Market Report (08 - 29 - 2025),2025-08-29,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (08 - 29 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (08 - 29 - 2025).",,True,5260d41c202c1795662341f6ebf3410dc8bc77eed25ca53ee3a6d332b2af32ab,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-11-08-2025_2025-08-11,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (11-08-2025).pdf,daily-market-report-11-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\August\Daily Market Report (11-08-2025).pdf,research_vault,reports/staged/daily-market-report-11-08-2025.pdf,Daily Market Report (11 - 08 - 2025),2025-08-11,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (11 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (11 - 08 - 2025).",,True,be577fb39d9540f5d68283593c9c15df33db7a383b44caf2d002bf5fd811ea12,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-01-2025_2025-12-01,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-01-2025).pdf,daily-market-report-12-01-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-01-2025).pdf,research_vault,reports/staged/daily-market-report-12-01-2025.pdf,Daily Market Report (12 - 01 - 2025),2025-12-01,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 01 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 01 - 2025).",,True,a108ea297c46a4b730c29f466f0381c5d22f7e146cdd354b720d201fadc5d903,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-02-2025_2025-12-02,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-02-2025).pdf,daily-market-report-12-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-02-2025).pdf,research_vault,reports/staged/daily-market-report-12-02-2025.pdf,Daily Market Report (12 - 02 - 2025),2025-12-02,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 02 - 2025).",,True,2f778cab129e066f32cdfef4062d6ea0afc558d6c84a21ea24c5884cda2c7a16,,low,AI scanned from downloaded files,internal,needs_review,,codex|codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-03-2025_2025-12-03,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-03-2025).pdf,daily-market-report-12-03-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-03-2025).pdf,research_vault,reports/staged/daily-market-report-12-03-2025.pdf,Daily Market Report (12 - 03 - 2025),2025-12-03,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 03 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 03 - 2025).",,True,05e27726bc15fa441d26ebb7ba661b82a78b1d91e56e3e931b226eee78dd87c4,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-04-2025_2025-12-04,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-04-2025).pdf,daily-market-report-12-04-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-04-2025).pdf,research_vault,reports/staged/daily-market-report-12-04-2025.pdf,Daily Market Report (12 - 04 - 2025),2025-12-04,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 04 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 04 - 2025).",,True,f1f1f77c0d20acd11b34e6da17f902480f2b90f4a101b97779004cfa8ddfb3d5,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-08-2025_2025-12-08,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-08-2025).pdf,daily-market-report-12-08-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-08-2025).pdf,research_vault,reports/staged/daily-market-report-12-08-2025.pdf,Daily Market Report (12 - 08 - 2025),2025-12-08,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 08 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 08 - 2025).",,True,4f9fdf9c7f8ee4ed3e18a6ea713a3274b6e454449daaf3afedffd3158646c91f,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-09-2025_2025-12-09,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-09-2025).pdf,daily-market-report-12-09-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-09-2025).pdf,research_vault,reports/staged/daily-market-report-12-09-2025.pdf,Daily Market Report (12 - 09 - 2025),2025-12-09,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 09 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 09 - 2025).",,True,0f8ca46e263ae7c3c9f333f06286301cce6860f9514b314b9bc766ad90e7cfa6,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-10-2025_2025-12-10,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-10-2025).pdf,daily-market-report-12-10-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-10-2025).pdf,research_vault,reports/staged/daily-market-report-12-10-2025.pdf,Daily Market Report (12 - 10 - 2025),2025-12-10,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 10 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 10 - 2025).",,True,376573b95166b981ca70441b67dc21f7e5cc46afdfea98863e68ff03af6f2c85,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-11-2025_2025-12-11,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-11-2025).pdf,daily-market-report-12-11-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-11-2025).pdf,research_vault,reports/staged/daily-market-report-12-11-2025.pdf,Daily Market Report (12 - 11 - 2025),2025-12-11,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 11 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 11 - 2025).",,True,54e425e584f12c1eeddaee3f82c6898cb5694e1394ae8034edde4c2083334385,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-12-2025_2025-12-12,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-12-2025).pdf,daily-market-report-12-12-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-12-2025).pdf,research_vault,reports/staged/daily-market-report-12-12-2025.pdf,Daily Market Report (12 - 12 - 2025),2025-12-12,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 12 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 12 - 2025).",,True,9dab7184976f2a56e71acc9c9853cf604d5edd2e1b9689597685a8a90ffe1801,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-15-2025_2025-12-15,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-15-2025).pdf,daily-market-report-12-15-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-15-2025).pdf,research_vault,reports/staged/daily-market-report-12-15-2025.pdf,Daily Market Report (12 - 15 - 2025),2025-12-15,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 15 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 15 - 2025).",,True,c5e9610462d41e1df6c4ac56e3f0f70788b8c244659ee3e67e80911fa20a6d50,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-16-2025_2025-12-16,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-16-2025).pdf,daily-market-report-12-16-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-16-2025).pdf,research_vault,reports/staged/daily-market-report-12-16-2025.pdf,Daily Market Report (12 - 16 - 2025),2025-12-16,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 16 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 16 - 2025).",,True,7702aacdc044aadeeb0d2bad5407dd66757ce78c89d59f94428e10277b6f49dc,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-17-2025_2025-12-17,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-17-2025).pdf,daily-market-report-12-17-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-17-2025).pdf,research_vault,reports/staged/daily-market-report-12-17-2025.pdf,Daily Market Report (12 - 17 - 2025),2025-12-17,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 17 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 17 - 2025).",,True,fd93717da44c4ec6d3d4d6465cf87f9e8cde1867d908f041307bfa5871bf935b,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-18-2025_2025-12-18,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-18-2025).pdf,daily-market-report-12-18-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-18-2025).pdf,research_vault,reports/staged/daily-market-report-12-18-2025.pdf,Daily Market Report (12 - 18 - 2025),2025-12-18,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 18 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 18 - 2025).",,True,f0e9712849d0f8776deb6b4f852b5cc3e8b96a7bd56f6cef0d912248705764ba,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-19-2025_2025-12-19,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-19-2025).pdf,daily-market-report-12-19-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-19-2025).pdf,research_vault,reports/staged/daily-market-report-12-19-2025.pdf,Daily Market Report (12 - 19 - 2025),2025-12-19,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 19 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 19 - 2025).",,True,4642697ca813311226b98e452b99d00d07cfe98c13620f69b8ee1dcfed61093d,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-22-2025_2025-12-22,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-22-2025).pdf,daily-market-report-12-22-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-22-2025).pdf,research_vault,reports/staged/daily-market-report-12-22-2025.pdf,Daily Market Report (12 - 22 - 2025),2025-12-22,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 22 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 22 - 2025).",,True,74889fc4dc217ca2fba71a116c65ea3bada52b172fcabfa8e395a07911cda840,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-23-2025_2025-12-23,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-23-2025).pdf,daily-market-report-12-23-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-23-2025).pdf,research_vault,reports/staged/daily-market-report-12-23-2025.pdf,Daily Market Report (12 - 23 - 2025),2025-12-23,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 23 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 23 - 2025).",,True,9ee35e7ccbd708237e90c3dbb25ac9b6561a0c811860722b89c2d9b6538ec586,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-24-2025_2025-12-24,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-24-2025).pdf,daily-market-report-12-24-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-24-2025).pdf,research_vault,reports/staged/daily-market-report-12-24-2025.pdf,Daily Market Report (12 - 24 - 2025),2025-12-24,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 24 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 24 - 2025).",,True,e63b8dd092aa59e24a8e6a3f3b715f399f2b0a390d5864692f09334ba0f1d598,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-29-2025_2026-01-06,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-29-2025).pdf,daily-market-report-12-29-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-29-2025).pdf,research_vault,reports/staged/daily-market-report-12-29-2025.pdf,Daily Market Report (12 - 29 - 2025),2026-01-06,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 29 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 29 - 2025).",,True,c90eecb901fea6ba2dc32937edae8251fa50f5987ca090902557f38bc5db9a82,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-30-2025_2025-12-30,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-30-2025).pdf,daily-market-report-12-30-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-30-2025).pdf,research_vault,reports/staged/daily-market-report-12-30-2025.pdf,Daily Market Report (12 - 30 - 2025),2025-12-30,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 30 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 30 - 2025).",,True,8689675c0c28b2babbb9930d289bbb7ad08c6fb02d602a88781a842a63c48181,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-31-2025_2025-12-31,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-31-2025).pdf,daily-market-report-12-31-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-31-2025).pdf,research_vault,reports/staged/daily-market-report-12-31-2025.pdf,Daily Market Report (12 - 31 - 2025),2025-12-31,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 31 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 31 - 2025).",,True,11ac7a9eb61a26a37976e10866b6831074ff66df0e8e4300f5e710a451cfa501,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-12-5-2025_2025-12-05,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (12-5-2025).pdf,daily-market-report-12-5-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\December\Daily Market Report (12-5-2025).pdf,research_vault,reports/staged/daily-market-report-12-5-2025.pdf,Daily Market Report (12 - 5 - 2025),2025-12-05,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (12 - 5 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (12 - 5 - 2025).",,True,b09ea4b86c68db52a7b070b726724f0a9706af4a259737008c5b6001137b6494,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-03-02-2025_2025-02-03,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (03-02-2025).pdf,daily-market-report-03-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (03-02-2025).pdf,research_vault,reports/staged/daily-market-report-03-02-2025.pdf,Daily Market Report (03 - 02 - 2025),2025-02-03,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (03 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (03 - 02 - 2025).",,True,a7f99db54d868024833559351a378b289785b7576733b7a11244fededfc604df,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-04-02-2025_2025-02-04,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (04-02-2025)....pdf,daily-market-report-04-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (04-02-2025)....pdf,research_vault,reports/staged/daily-market-report-04-02-2025.pdf,Daily Market Report (04 - 02 - 2025)...,2025-02-04,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (04 - 02 - 2025)....,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (04 - 02 - 2025)....",,True,e430298704074be550d22fc219e8217c5df7aa7f914a2f306d27e0fc1490f21d,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-05-02-2025_2025-02-05,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (05-02-2025).pdf,daily-market-report-05-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (05-02-2025).pdf,research_vault,reports/staged/daily-market-report-05-02-2025.pdf,Daily Market Report (05 - 02 - 2025),2025-02-05,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (05 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (05 - 02 - 2025).",,True,ee02569732feb1b67a421cb681098e857b8b2c279eff4a46900dfbd01c23f995,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-06-02-2025_2025-02-06,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (06-02-2025).pdf,daily-market-report-06-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (06-02-2025).pdf,research_vault,reports/staged/daily-market-report-06-02-2025.pdf,Daily Market Report (06 - 02 - 2025),2025-02-06,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (06 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (06 - 02 - 2025).",,True,57c30f69418bc173ae59b33539aec34c5d6e814405a26510b71a5791dce68dfd,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-07-02-2025_2025-02-07,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (07-02-2025).pdf,daily-market-report-07-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (07-02-2025).pdf,research_vault,reports/staged/daily-market-report-07-02-2025.pdf,Daily Market Report (07 - 02 - 2025),2025-02-07,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (07 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (07 - 02 - 2025).",,True,f5b8dfce5203827d8db5ea2ccb1c7fdb2d8b90b5bb7c5af09e9b31284878a7b8,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-11-02-2025_2025-02-10,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (11-02-2025).pdf,daily-market-report-11-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (11-02-2025).pdf,research_vault,reports/staged/daily-market-report-11-02-2025.pdf,Daily Market Report (11 - 02 - 2025),2025-02-10,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (11 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (11 - 02 - 2025).",,True,773dae090dab27972108177484d95e21d7d277294ccd6c7ba2bd9064fae28919,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-13-02-2025_2025-02-13,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (13-02-2025).pdf,daily-market-report-13-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (13-02-2025).pdf,research_vault,reports/staged/daily-market-report-13-02-2025.pdf,Daily Market Report (13 - 02 - 2025),2025-02-13,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (13 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (13 - 02 - 2025).",,True,e07cf28f93ea640a35be77d843108964ad6c135af39033a386e2fc33e93be1a9,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
codex_daily-market-report-14-02-2025_2025-02-14,codex_downloaded_reports_scan,codex_manifest,2,,Daily Market Report (14-02-2025).pdf,daily-market-report-14-02-2025.pdf,C:\Users\aadedoyin\OneDrive - Chapel Hill Denham\Onedrive Desktop\CHD Reports\DMR\2025\February\Daily Market Report (14-02-2025).pdf,research_vault,reports/staged/daily-market-report-14-02-2025.pdf,Daily Market Report (14 - 02 - 2025),2025-02-14,research-report,,,codex_draft,Legacy research report document staged for manual review: Daily Market Report (14 - 02 - 2025).,"This legacy research document has been staged from extractable document text and filename. The draft title and category require reviewer validation before any upload, access change, or publication decision. Topic cue: Daily Market Report (14 - 02 - 2025).",,True,232bf0c106eba32bb242f595b61a59317b46b70a43c2c4cfb22529d5d269fc96,,low,AI scanned from downloaded files,internal,needs_review,,codex,Unpublished codex scan,needs_review,stage_only,
